
          t          rx          ry          rz         omx         omy         omz         Omx         Omy         Omz         fix         fiy         fiz 
     427.300    3983.792    5109.989   -1790.276      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     427.400    3983.620    5110.337   -1789.609      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     427.500    3983.448    5110.685   -1788.942      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     427.600    3983.276    5111.033   -1788.275      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     427.700    3983.104    5111.381   -1787.607      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     427.800    3982.931    5111.728   -1786.940      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     427.900    3982.759    5112.076   -1786.272      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     428.000    3982.587    5112.424   -1785.605      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     428.100    3982.414    5112.771   -1784.938      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     428.200    3982.242    5113.119   -1784.270      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     428.300    3982.069    5113.466   -1783.603      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     428.400    3981.896    5113.814   -1782.935      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     428.500    3981.724    5114.161   -1782.268      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     428.600    3981.551    5114.508   -1781.600      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     428.700    3981.378    5114.855   -1780.932      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     428.800    3981.206    5115.202   -1780.265      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     428.900    3981.033    5115.549   -1779.597      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     429.000    3980.860    5115.896   -1778.930      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     429.100    3980.687    5116.243   -1778.262      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     429.200    3980.514    5116.590   -1777.594      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     429.300    3980.341    5116.937   -1776.926      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     429.400    3980.168    5117.284   -1776.259      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     429.500    3979.994    5117.630   -1775.591      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     429.600    3979.821    5117.977   -1774.923      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     429.700    3979.648    5118.323   -1774.255      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     429.800    3979.475    5118.670   -1773.588      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     429.900    3979.301    5119.016   -1772.920      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     430.000    3979.128    5119.362   -1772.252      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     430.100    3978.954    5119.709   -1771.584      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     430.200    3978.781    5120.055   -1770.916      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     430.300    3978.607    5120.401   -1770.248      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     430.400    3978.434    5120.747   -1769.580      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     430.500    3978.260    5121.093   -1768.912      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     430.600    3978.086    5121.439   -1768.244      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     430.700    3977.912    5121.785   -1767.576      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     430.800    3977.739    5122.130   -1766.908      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     430.900    3977.565    5122.476   -1766.240      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     431.000    3977.391    5122.822   -1765.572      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     431.100    3977.217    5123.167   -1764.904      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     431.200    3977.043    5123.513   -1764.235      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     431.300    3976.869    5123.858   -1763.567      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     431.400    3976.694    5124.203   -1762.899      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     431.500    3976.520    5124.549   -1762.231      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     431.600    3976.346    5124.894   -1761.562      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     431.700    3976.172    5125.239   -1760.894      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     431.800    3975.997    5125.584   -1760.226      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
